Date,Close,High,Low,Open,Volume
14-02-2025,3682.649902,3755.100098,3636.850098,3706,286886
17-02-2025,3621.5,3683,3596.600098,3645.050049,571642
18-02-2025,3676.600098,3705.949951,3606.25,3630,372638
19-02-2025,3685,3713.949951,3627.449951,3674.300049,265834
20-02-2025,3623.800049,3709,3615,3687,552762
21-02-2025,3596.699951,3663,3569.5,3630,532244
24-02-2025,3570.899902,3611.399902,3555.550049,3589.800049,370764
25-02-2025,3530.75,3571,3516.649902,3557,375510
27-02-2025,3507.199951,3575,3492.050049,3556,469275
28-02-2025,3403.949951,3532.550049,3391,3507,799598
03-03-2025,3453.199951,3472,3340,3425,807297
04-03-2025,3408.399902,3460,3400,3429.699951,637407
05-03-2025,3474.5,3505,3408.399902,3408.399902,417930
06-03-2025,3540.5,3552,3475,3505,797590
07-03-2025,3593.600098,3636.300049,3549.949951,3568,681832
10-03-2025,3603.75,3624.949951,3548.199951,3600,327825
11-03-2025,3631.649902,3639.899902,3551.550049,3586.949951,255758
12-03-2025,3674.199951,3685,3622.449951,3655.25,265757
13-03-2025,3797.100098,3877.050049,3670,3681,2325270
17-03-2025,3825.300049,3832.350098,3788.100098,3797.100098,425089
18-03-2025,3825.300049,3825.300049,3825.300049,3825.300049,0
19-03-2025,3845.199951,3860,3795,3850,285707
20-03-2025,3884.399902,3904.75,3831.149902,3864.399902,267764
21-03-2025,3892.199951,3948.800049,3871.850098,3890,431562
24-03-2025,3905.100098,3948.949951,3890,3900,209015
25-03-2025,3998.800049,4033.949951,3883.949951,3935,704455
26-03-2025,3945.699951,4018.100098,3917.300049,4010,384630
27-03-2025,4065,4085,3932.449951,3940,735787
28-03-2025,4083.199951,4190,4055.050049,4065,886798
01-04-2025,4003.600098,4163.399902,3994.600098,4109.75,401323
02-04-2025,4121.450195,4131.700195,3996,4045,390709
03-04-2025,4157.799805,4195.5,4077.050049,4121.450195,426311
04-04-2025,4039.899902,4155,3943,4155,818952
07-04-2025,4023.149902,4037.100098,3761.199951,3761.199951,472568
08-04-2025,4053.850098,4100,4020,4079,552578
09-04-2025,4139.299805,4151.850098,4014,4053.850098,663300
11-04-2025,4131.5,4192,4113.049805,4157,570955
15-04-2025,4212.700195,4227,4088,4200,569335
16-04-2025,4221.5,4265,4200.200195,4240,331624
17-04-2025,4357.100098,4397,4192.200195,4221,1020665
21-04-2025,4342.299805,4429,4321.600098,4357,561592
22-04-2025,4435.600098,4497,4315,4363,998024
23-04-2025,4508.100098,4533.799805,4434,4455.5,1223678
24-04-2025,4498.799805,4557.700195,4452,4509.799805,1698949
25-04-2025,4375.200195,4520.700195,4350,4501.899902,540513
28-04-2025,4366.799805,4462.299805,4351.200195,4375.200195,676462
29-04-2025,4310,4414.700195,4288.5,4370,388125
30-04-2025,4199.899902,4355,4147.5,4352,814008
02-05-2025,4042.199951,4225,4022,4180,641655
05-05-2025,4018.399902,4059.899902,3915,3956,1405524
06-05-2025,4006.100098,4077,3993.699951,4018.5,399031
07-05-2025,3999.800049,4032.5,3950.800049,3973,387479
08-05-2025,3974.300049,4069.5,3958,4037.699951,473679
09-05-2025,3972.399902,3994.600098,3850,3850,422106
12-05-2025,4023.5,4050,3995.899902,4050,330754
13-05-2025,4064.100098,4107,4033,4033,368484
14-05-2025,4049.199951,4098.200195,4010.100098,4090.100098,393288
15-05-2025,4073.5,4120.899902,4040,4060,263184
16-05-2025,4189.700195,4196,4042.5,4070,386496
19-05-2025,4206.799805,4247.700195,4190,4200,301182
20-05-2025,4071.5,4233.700195,4063.199951,4216,497090
21-05-2025,4112.700195,4125.5,4070,4090,194859
22-05-2025,4082.699951,4128,4051,4112.799805,277337
23-05-2025,4140.799805,4153.299805,4065.199951,4083.899902,269462
26-05-2025,4138.399902,4170,4120,4145,139851
27-05-2025,4094,4149.5,4078,4139.799805,324619
28-05-2025,4042.300049,4101.899902,4040,4094,254917
29-05-2025,4042.300049,4070,4015,4050,252344
30-05-2025,4002.100098,4085.399902,3991.800049,4042.300049,448046
02-06-2025,4025.5,4044,3981.300049,3990,232097
03-06-2025,4055.199951,4058.5,4014.300049,4025.5,310603
04-06-2025,4074.5,4085,4007.5,4061.600098,196473
05-06-2025,4153.5,4244.799805,4074.5,4078,783594
06-06-2025,4201.600098,4240,4143.5,4166,354672
09-06-2025,4179.100098,4227.100098,4167,4201.600098,213415
10-06-2025,4080,4192.200195,3928.899902,4179.100098,3585928
11-06-2025,4078.199951,4134.299805,4051,4080,688519
12-06-2025,4074,4105,4032.300049,4100,769964
13-06-2025,4051.899902,4078.5,3983.600098,4034,303824
16-06-2025,4087,4096.899902,3983.600098,4034.800049,271737
17-06-2025,4059.100098,4109,4041,4087,232437
18-06-2025,4228.399902,4240,4081,4102.200195,1806132
19-06-2025,4203.100098,4254,4160.299805,4229,741827
20-06-2025,4300.299805,4324.5,4161.100098,4203.100098,1012429
23-06-2025,4335.799805,4358.600098,4255.399902,4269.100098,824556
24-06-2025,4250.600098,4356.700195,4239.399902,4353,439985
25-06-2025,4276.399902,4294,4236.700195,4251.299805,533866
26-06-2025,4315.399902,4333.399902,4268,4295,326677
27-06-2025,4313.5,4348.899902,4290,4322.899902,251774
30-06-2025,4372.299805,4395,4313.5,4319.799805,811305
01-07-2025,4452.399902,4483.600098,4380.5,4389,953859
02-07-2025,4391.899902,4495.5,4340,4495.5,772653
03-07-2025,4348.700195,4374.799805,4217.899902,4349.5,1833798
04-07-2025,4261.100098,4375.5,4251,4364.899902,488810
07-07-2025,4236.299805,4297,4230.100098,4279,247672
08-07-2025,4213,4267.700195,4193,4259.899902,378622
09-07-2025,4190.899902,4242.399902,4171,4213,234783
10-07-2025,4169,4212.100098,4150.100098,4190.899902,294423
11-07-2025,4064.199951,4185,4041,4169,802558
14-07-2025,4011.300049,4115,3930,4090,2032633
15-07-2025,4026.699951,4058,3991.699951,4020.100098,1541742
16-07-2025,4086,4127.899902,4012.5,4026.800049,759577
17-07-2025,4055.899902,4100,4049,4095.899902,168284
18-07-2025,4048.600098,4073.699951,4028.399902,4059.899902,247574
21-07-2025,4023.699951,4049.800049,4002.600098,4039.800049,403439
22-07-2025,4033.300049,4084,4009.5,4042.699951,960660
23-07-2025,4043.899902,4050.5,3995.100098,4039.899902,709291
24-07-2025,4021,4069.199951,4012.899902,4045.5,402668
25-07-2025,3997,4027.100098,3951.100098,4021.800049,431585
28-07-2025,3949.899902,4019.399902,3941,3991,325329
29-07-2025,3999,4007.100098,3931,3976.300049,277427
30-07-2025,4281.399902,4324,3999,3999,3389361
31-07-2025,4267.399902,4346.799805,4235,4235,1085879
01-08-2025,4196,4310,4175,4267.899902,351617
04-08-2025,4197.200195,4225.200195,4139.100098,4196,279716
05-08-2025,4257.799805,4267.399902,4188.100098,4200,366011
06-08-2025,4242,4284,4222.5,4284,256136
07-08-2025,4263.5,4290,4207.100098,4241.899902,244170
08-08-2025,4170.100098,4280,4163,4220,281763
11-08-2025,4184.5,4222.799805,4150.100098,4150.100098,244806
12-08-2025,4252.5,4273.399902,4184.5,4184.5,278164
13-08-2025,4334.600098,4340,4247.299805,4255,470225
14-08-2025,4358.200195,4394.899902,4327.100098,4334.600098,646059
18-08-2025,4558,4592.899902,4401.5,4446,1589953
19-08-2025,4653.200195,4661.600098,4561.299805,4584.899902,856309
20-08-2025,4737.899902,4759.899902,4630.100098,4651.5,1269103
21-08-2025,4691.899902,4749.600098,4673,4737.899902,873600
22-08-2025,4698.799805,4730,4636.799805,4708,449652
25-08-2025,4725.299805,4750.5,4700.100098,4714.5,853238
26-08-2025,4716.399902,4799.100098,4696.200195,4751.799805,911518
27-08-2025,4716.399902,4716.399902,4716.399902,4716.399902,0
28-08-2025,4699.899902,4805,4671.399902,4805,648948
29-08-2025,4755.600098,4800.5,4680,4720,591567
